Ward Code,Borough,Ward,b_w,All people,White,Mixed,Asian,Black,Chinese/Other,White British,White Irish,White Other White,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Mixed Other Mixed,Asian or Asian British Indian,Asian or Asian British Pakistani,Asian or Asian British Bangladeshi,Asian or Asian British Other Asian,Black or Black British Black Caribbean,Black or Black British Black African,Black or Black British Other Black,Chinese or other ethnic group Chinese,Chinese or other ethnic group Other Ethnic Group,% White,% Mixed,% Asian,% Black,% Chinese/Other,% White British,% White Irish,% White Other White,% Mixed White and Black Caribbean,% Mixed White and Black African,% Mixed White and Asian,% Mixed Other Mixed,% Asian or Asian British Indian,% Asian or Asian British Pakistani,% Asian or Asian British Bangladeshi,% Asian or Asian British Other Asian,% Black or Black British Black Caribbean,% Black or Black British Black African,% Black or Black British Other Black,% Chinese or other ethnic group Chinese,% Chinese or other ethnic group Other Ethnic Group
00AYGT,Lambeth,Thurlow Park,LambethThurlow Park,10958,8166,484,373,1682,253,6965,331,870,184,63,86,151,177,53,53,90,906,599,177,117,136,74.5,4.4,3.4,15.3,2.3,63.6,3,7.9,1.7,0.6,0.8,1.4,1.6,0.5,0.5,0.8,8.3,5.5,1.6,1.1,1.2
00AYGU,Lambeth,Tulse Hill,LambethTulse Hill,13119,7509,706,417,4211,276,5711,408,1390,305,106,101,194,152,81,104,80,2098,1748,365,101,175,57.2,5.4,3.2,32.1,2.1,43.5,3.1,10.6,2.3,0.8,0.8,1.5,1.2,0.6,0.8,0.6,16,13.3,2.8,0.8,1.3
00AYGW,Lambeth,Vassall,LambethVassall,13172,6702,687,366,5040,377,5125,394,1183,301,137,72,177,74,83,147,62,2295,2325,420,174,203,50.9,5.2,2.8,38.3,2.9,38.9,3,9,2.3,1,0.5,1.3,0.6,0.6,1.1,0.5,17.4,17.7,3.2,1.3,1.5
00AZGD,Lewisham,Bellingham,LewishamBellingham,13642,9321,556,419,3102,244,8420,296,605,305,87,56,108,153,44,19,203,1602,1225,275,137,107,68.3,4.1,3.1,22.7,1.8,61.7,2.2,4.4,2.2,0.6,0.4,0.8,1.1,0.3,0.1,1.5,11.7,9,2,1,0.8
00AZGE,Lewisham,Blackheath,LewishamBlackheath,13135,10084,505,444,1816,286,8789,326,969,185,84,112,124,222,30,60,132,920,696,200,163,123,76.8,3.8,3.4,13.8,2.2,66.9,2.5,7.4,1.4,0.6,0.9,0.9,1.7,0.2,0.5,1,7,5.3,1.5,1.2,0.9
00AZGF,Lewisham,Brockley,LewishamBrockley,13697,8219,594,485,3923,476,6685,434,1100,261,107,77,149,131,86,148,120,1934,1612,377,208,268,60,4.3,3.5,28.6,3.5,48.8,3.2,8,1.9,0.8,0.6,1.1,1,0.6,1.1,0.9,14.1,11.8,2.8,1.5,2
00AZGG,Lewisham,Catford South,LewishamCatford South,14031,8991,593,591,3639,217,7830,412,749,325,78,78,112,207,58,17,309,2632,682,325,128,89,64.1,4.2,4.2,25.9,1.5,55.8,2.9,5.3,2.3,0.6,0.6,0.8,1.5,0.4,0.1,2.2,18.8,4.9,2.3,0.9,0.6
00AZGH,Lewisham,Crofton Park,LewishamCrofton Park,13904,9222,620,548,3282,232,7805,471,946,278,82,101,159,238,115,39,156,2013,924,345,137,95,66.3,4.5,3.9,23.6,1.7,56.1,3.4,6.8,2,0.6,0.7,1.1,1.7,0.8,0.3,1.1,14.5,6.6,2.5,1,0.7
00AZGJ,Lewisham,Downham,LewishamDownham,14311,11756,457,360,1597,141,10748,526,482,244,55,53,105,106,44,48,162,875,565,157,75,66,82.1,3.2,2.5,11.2,1,75.1,3.7,3.4,1.7,0.4,0.4,0.7,0.7,0.3,0.3,1.1,6.1,3.9,1.1,0.5,0.5
00AZGK,Lewisham,Evelyn,LewishamEvelyn,14512,6556,611,468,5539,1338,5359,351,846,258,124,76,153,120,63,127,158,1506,3646,387,679,659,45.2,4.2,3.2,38.2,9.2,36.9,2.4,5.8,1.8,0.9,0.5,1.1,0.8,0.4,0.9,1.1,10.4,25.1,2.7,4.7,4.5
00AZGL,Lewisham,Forest Hill,LewishamForest Hill,14039,9897,646,452,2690,354,8446,395,1056,284,87,112,163,223,60,43,126,1345,1152,193,207,147,70.5,4.6,3.2,19.2,2.5,60.2,2.8,7.5,2,0.6,0.8,1.2,1.6,0.4,0.3,0.9,9.6,8.2,1.4,1.5,1
00AZGM,Lewisham,Grove Park,LewishamGrove Park,14010,11341,468,607,1411,183,10493,302,546,193,55,90,130,342,43,71,151,812,469,130,102,81,80.9,3.3,4.3,10.1,1.3,74.9,2.2,3.9,1.4,0.4,0.6,0.9,2.4,0.3,0.5,1.1,5.8,3.3,0.9,0.7,0.6
00AZGN,Lewisham,Ladywell,LewishamLadywell,12430,7969,561,588,3072,240,6600,385,984,232,97,92,140,177,63,63,285,1864,973,235,108,132,64.1,4.5,4.7,24.7,1.9,53.1,3.1,7.9,1.9,0.8,0.7,1.1,1.4,0.5,0.5,2.3,15,7.8,1.9,0.9,1.1
00AZGP,Lewisham,Lee Green,LewishamLee Green,12057,9361,430,561,1490,215,8278,426,657,162,51,118,99,204,24,100,233,876,468,146,121,94,77.6,3.6,4.7,12.4,1.8,68.7,3.5,5.4,1.3,0.4,1,0.8,1.7,0.2,0.8,1.9,7.3,3.9,1.2,1,0.8
00AZGQ,Lewisham,Lewisham Central,LewishamLewisham Central,13190,8161,603,689,3433,304,6895,396,870,255,89,112,147,257,75,107,250,2026,1068,339,156,148,61.9,4.6,5.2,26,2.3,52.3,3,6.6,1.9,0.7,0.8,1.1,1.9,0.6,0.8,1.9,15.4,8.1,2.6,1.2,1.1
00AZGR,Lewisham,New Cross,LewishamNew Cross,15093,7143,706,554,5511,1179,5678,313,1152,334,137,68,167,156,97,118,183,2154,2930,427,608,571,47.3,4.7,3.7,36.5,7.8,37.6,2.1,7.6,2.2,0.9,0.5,1.1,1,0.6,0.8,1.2,14.3,19.4,2.8,4,3.8
00AZGS,Lewisham,Perry Vale,LewishamPerry Vale,14513,9781,593,543,3351,245,8460,461,860,276,93,90,134,228,51,81,183,1990,1086,275,112,133,67.4,4.1,3.7,23.1,1.7,58.3,3.2,5.9,1.9,0.6,0.6,0.9,1.6,0.4,0.6,1.3,13.7,7.5,1.9,0.8,0.9
00AZGT,Lewisham,Rushey Green,LewishamRushey Green,13215,7321,664,627,4341,262,6057,378,886,310,106,97,151,174,65,33,355,2685,1256,400,130,132,55.4,5,4.7,32.8,2,45.8,2.9,6.7,2.3,0.8,0.7,1.1,1.3,0.5,0.2,2.7,20.3,9.5,3,1,1
00AZGU,Lewisham,Sydenham,LewishamSydenham,15353,10780,668,651,3020,234,9455,402,923,318,101,93,156,293,71,49,238,1746,993,281,128,106,70.2,4.4,4.2,19.7,1.5,61.6,2.6,6,2.1,0.7,0.6,1,1.9,0.5,0.3,1.6,11.4,6.5,1.8,0.8,0.7
00AZGW,Lewisham,Telegraph Hill,LewishamTelegraph Hill,14426,8377,681,350,4647,371,6830,437,1110,316,123,80,162,130,55,76,89,2280,1922,445,155,216,58.1,4.7,2.4,32.2,2.6,47.3,3,7.7,2.2,0.9,0.6,1.1,0.9,0.4,0.5,0.6,15.8,13.3,3.1,1.1,1.5
00AZGX,Lewisham,Whitefoot,LewishamWhitefoot,13364,9818,443,513,2396,194,8986,279,553,224,43,60,116,126,46,30,311,1283,904,209,77,117,73.5,3.3,3.8,17.9,1.5,67.2,2.1,4.1,1.7,0.3,0.4,0.9,0.9,0.3,0.2,2.3,9.6,6.8,1.6,0.6,0.9
00BAFY,Merton,Cannon Hill,MertonCannon Hill,9286,7757,193,820,288,228,6859,308,590,36,20,74,63,385,120,87,228,142,112,34,93,135,83.5,2.1,8.8,3.1,2.5,73.9,3.3,6.4,0.4,0.2,0.8,0.7,4.1,1.3,0.9,2.5,1.5,1.2,0.4,1,1.5
00BAFZ,Merton,Colliers Wood,MertonColliers Wood,9293,6229,393,1372,1021,278,5221,310,698,120,44,115,114,399,267,179,527,556,376,89,138,140,67,4.2,14.8,11,3,56.2,3.3,7.5,1.3,0.5,1.2,1.2,4.3,2.9,1.9,5.7,6,4,1,1.5,1.5
00BAGA,Merton,Cricket Green,MertonCricket Green,10369,7029,421,1077,1590,252,6278,253,498,158,65,91,107,343,205,113,416,604,845,141,98,154,67.8,4.1,10.4,15.3,2.4,60.5,2.4,4.8,1.5,0.6,0.9,1,3.3,2,1.1,4,5.8,8.1,1.4,0.9,1.5
00BAGB,Merton,Dundonald,MertonDundonald,9018,7618,269,660,177,294,6220,362,1036,53,23,108,85,339,129,51,141,87,73,17,120,174,84.5,3,7.3,2,3.3,69,4,11.5,0.6,0.3,1.2,0.9,3.8,1.4,0.6,1.6,1,0.8,0.2,1.3,1.9
00BAGC,Merton,Figge`s Marsh,MertonFigge`s Marsh,9896,5992,384,1433,1826,261,5255,271,466,150,65,88,81,428,255,140,610,815,884,127,148,113,60.5,3.9,14.5,18.5,2.6,53.1,2.7,4.7,1.5,0.7,0.9,0.8,4.3,2.6,1.4,6.2,8.2,8.9,1.3,1.5,1.1
00BAGE,Merton,Hillside,MertonHillside,9074,7595,248,623,130,478,5767,303,1525,20,10,130,88,303,189,34,97,50,66,14,146,332,83.7,2.7,6.9,1.4,5.3,63.6,3.3,16.8,0.2,0.1,1.4,1,3.3,2.1,0.4,1.1,0.6,0.7,0.2,1.6,3.7
00BAGF,Merton,Lavender Fields,MertonLavender Fields,9607,6452,408,1144,1126,477,5590,272,590,135,55,105,113,381,157,158,448,487,515,124,288,189,67.2,4.2,11.9,11.7,5,58.2,2.8,6.1,1.4,0.6,1.1,1.2,4,1.6,1.6,4.7,5.1,5.4,1.3,3,2
00BAGG,Merton,Longthornton,MertonLongthornton,9629,5501,420,1668,1890,150,4840,211,450,130,69,97,124,887,385,41,355,1082,655,153,74,76,57.1,4.4,17.3,19.6,1.6,50.3,2.2,4.7,1.4,0.7,1,1.3,9.2,4,0.4,3.7,11.2,6.8,1.6,0.8,0.8
00BAGH,Merton,Lower Morden,MertonLower Morden,8561,7466,217,466,264,148,6949,235,282,80,21,67,49,199,97,12,158,158,90,16,73,75,87.2,2.5,5.4,3.1,1.7,81.2,2.7,3.3,0.9,0.2,0.8,0.6,2.3,1.1,0.1,1.8,1.8,1.1,0.2,0.9,0.9
00BAGJ,Merton,Merton Park,MertonMerton Park,9144,7194,230,1237,208,275,6202,242,750,26,11,130,63,584,284,117,252,88,104,16,144,131,78.7,2.5,13.5,2.3,3,67.8,2.6,8.2,0.3,0.1,1.4,0.7,6.4,3.1,1.3,2.8,1,1.1,0.2,1.6,1.4
00BAGK,Merton,Pollards Hill,MertonPollards Hill,9914,6559,415,899,1867,174,5968,212,379,170,89,83,73,418,154,49,278,763,944,160,74,100,66.2,4.2,9.1,18.8,1.8,60.2,2.1,3.8,1.7,0.9,0.8,0.7,4.2,1.6,0.5,2.8,7.7,9.5,1.6,0.7,1
00BAGL,Merton,Ravensbury,MertonRavensbury,9270,7196,275,961,616,222,6511,297,388,80,40,86,69,314,236,57,354,243,330,43,108,114,77.6,3,10.4,6.6,2.4,70.2,3.2,4.2,0.9,0.4,0.9,0.7,3.4,2.5,0.6,3.8,2.6,3.6,0.5,1.2,1.2
00BAGM,Merton,Raynes Park,MertonRaynes Park,9395,7994,209,670,192,330,6666,291,1037,38,25,92,54,304,173,40,153,96,84,12,117,213,85.1,2.2,7.1,2,3.5,71,3.1,11,0.4,0.3,1,0.6,3.2,1.8,0.4,1.6,1,0.9,0.1,1.2,2.3
00BAGP,Merton,Trinity,MertonTrinity,8835,7388,244,692,281,230,6103,265,1020,55,26,88,75,291,171,51,179,133,114,34,117,113,83.6,2.8,7.8,3.2,2.6,69.1,3,11.5,0.6,0.3,1,0.8,3.3,1.9,0.6,2,1.5,1.3,0.4,1.3,1.3
00BAGR,Merton,West Barnes,MertonWest Barnes,9559,7515,243,1163,214,424,6602,297,616,43,29,90,81,346,252,64,501,86,101,27,155,269,78.6,2.5,12.2,2.2,4.4,69.1,3.1,6.4,0.4,0.3,0.9,0.8,3.6,2.6,0.7,5.2,0.9,1.1,0.3,1.6,2.8
00BAGS,Merton,Wimbledon Park,MertonWimbledon Park,10079,8233,258,1043,264,281,6603,275,1355,33,30,116,79,378,349,105,211,67,180,17,110,171,81.7,2.6,10.3,2.6,2.8,65.5,2.7,13.4,0.3,0.3,1.2,0.8,3.8,3.5,1,2.1,0.7,1.8,0.2,1.1,1.7
00BBGB,Newham,Beckton,NewhamBeckton,13112,6466,514,2789,2722,621,5595,179,692,209,112,97,96,675,842,1039,233,805,1753,164,401,220,49.3,3.9,21.3,20.8,4.7,42.7,1.4,5.3,1.6,0.9,0.7,0.7,5.1,6.4,7.9,1.8,6.1,13.4,1.3,3.1,1.7
00BBGC,Newham,Boleyn,NewhamBoleyn,12289,4918,337,4401,2217,416,4313,149,456,122,40,108,67,1631,1405,995,370,821,1277,119,107,309,40,2.7,35.8,18,3.4,35.1,1.2,3.7,1,0.3,0.9,0.5,13.3,11.4,8.1,3,6.7,10.4,1,0.9,2.5
00BBGD,Newham,Canning Town North,NewhamCanning Town North,12061,6595,471,1090,3420,485,5979,137,479,181,114,67,109,247,272,477,94,941,2328,151,176,309,54.7,3.9,9,28.4,4,49.6,1.1,4,1.5,0.9,0.6,0.9,2,2.3,4,0.8,7.8,19.3,1.3,1.5,2.6
00BBGE,Newham,Canning Town South,NewhamCanning Town South,11278,6883,338,720,3034,303,6347,146,390,138,93,39,68,141,195,304,80,637,2253,144,94,209,61,3,6.4,26.9,2.7,56.3,1.3,3.5,1.2,0.8,0.3,0.6,1.3,1.7,2.7,0.7,5.6,20,1.3,0.8,1.9
00BBGF,Newham,Custom House,NewhamCustom House,11875,6907,426,862,3131,549,6267,155,485,153,102,53,118,290,152,311,109,648,2339,144,320,229,58.2,3.6,7.3,26.4,4.6,52.8,1.3,4.1,1.3,0.9,0.4,1,2.4,1.3,2.6,0.9,5.5,19.7,1.2,2.7,1.9
00BBGG,Newham,East Ham Central,NewhamEast Ham Central,12162,3840,305,6091,1571,355,3190,142,508,97,73,76,59,2265,2032,783,1011,551,938,82,44,311,31.6,2.5,50.1,12.9,2.9,26.2,1.2,4.2,0.8,0.6,0.6,0.5,18.6,16.7,6.4,8.3,4.5,7.7,0.7,0.4,2.6
00BBGH,Newham,East Ham North,NewhamEast Ham North,11381,1811,231,7865,1328,146,1439,105,267,39,47,76,69,3642,2051,1375,797,539,717,72,42,104,15.9,2,69.1,11.7,1.3,12.6,0.9,2.3,0.3,0.4,0.7,0.6,32,18,12.1,7,4.7,6.3,0.6,0.4,0.9
00BBGJ,Newham,East Ham South,NewhamEast Ham South,12465,7121,450,2097,2488,309,6392,177,552,191,78,75,106,741,576,540,240,860,1499,129,80,229,57.1,3.6,16.8,20,2.5,51.3,1.4,4.4,1.5,0.6,0.6,0.9,5.9,4.6,4.3,1.9,6.9,12,1,0.6,1.8
00BBGK,Newham,Forest Gate North,NewhamForest Gate North,12634,5458,633,2690,3546,307,4567,268,623,261,94,108,170,823,717,928,222,1582,1752,212,94,213,43.2,5,21.3,28.1,2.4,36.1,2.1,4.9,2.1,0.7,0.9,1.3,6.5,5.7,7.3,1.8,12.5,13.9,1.7,0.7,1.7
00BBGL,Newham,Forest Gate South,NewhamForest Gate South,13929,5010,537,4891,3119,372,3925,250,835,203,77,123,134,1816,1075,1740,260,1200,1777,142,90,282,36,3.9,35.1,22.4,2.7,28.2,1.8,6,1.5,0.6,0.9,1,13,7.7,12.5,1.9,8.6,12.8,1,0.6,2
00BBGM,Newham,Green Street East,NewhamGreen Street East,13212,2051,292,8643,2023,203,1461,105,485,91,60,76,65,3970,2160,2032,481,836,1108,79,28,175,15.5,2.2,65.4,15.3,1.5,11.1,0.8,3.7,0.7,0.5,0.6,0.5,30,16.3,15.4,3.6,6.3,8.4,0.6,0.2,1.3
00BBGN,Newham,Green Street West,NewhamGreen Street West,12860,2074,301,8431,1856,198,1531,111,432,68,58,100,75,3731,2286,2098,316,705,1070,81,44,154,16.1,2.3,65.6,14.4,1.5,11.9,0.9,3.4,0.5,0.5,0.8,0.6,29,17.8,16.3,2.5,5.5,8.3,0.6,0.3,1.2
00BBGP,Newham,Little Ilford,NewhamLittle Ilford,13329,3903,460,5410,3338,218,3180,164,559,157,104,94,105,1540,1198,2142,530,1276,1870,192,46,172,29.3,3.5,40.6,25,1.6,23.9,1.2,4.2,1.2,0.8,0.7,0.8,11.6,9,16.1,4,9.6,14,1.4,0.3,1.3
00BBGQ,Newham,Manor Park,NewhamManor Park,12103,3418,406,5833,2250,196,2783,168,467,132,86,85,103,2153,1420,1840,420,975,1115,160,67,129,28.2,3.4,48.2,18.6,1.6,23,1.4,3.9,1.1,0.7,0.7,0.9,17.8,11.7,15.2,3.5,8.1,9.2,1.3,0.6,1.1
00BBGR,Newham,Plaistow North,NewhamPlaistow North,13236,4817,556,3938,3347,578,4114,160,543,207,118,103,128,1231,1006,1410,291,1143,2039,165,111,467,36.4,4.2,29.8,25.3,4.4,31.1,1.2,4.1,1.6,0.9,0.8,1,9.3,7.6,10.7,2.2,8.6,15.4,1.2,0.8,3.5
00BBGS,Newham,Plaistow South,NewhamPlaistow South,11832,6013,417,2097,2562,743,5297,154,562,157,80,93,87,567,655,637,238,928,1504,130,117,626,50.8,3.5,17.7,21.7,6.3,44.8,1.3,4.7,1.3,0.7,0.8,0.7,4.8,5.5,5.4,2,7.8,12.7,1.1,1,5.3
00BBGT,Newham,Royal Docks,NewhamRoyal Docks,6186,3788,235,422,1614,127,3321,97,370,84,65,22,64,148,83,152,39,263,1279,72,90,37,61.2,3.8,6.8,26.1,2.1,53.7,1.6,6,1.4,1.1,0.4,1,2.4,1.3,2.5,0.6,4.3,20.7,1.2,1.5,0.6
00BBGU,Newham,Stratford and New Town,NewhamStratford and New Town,12378,5583,481,2179,3737,398,4728,210,645,193,102,64,122,681,434,855,209,1278,2237,222,167,231,45.1,3.9,17.6,30.2,3.2,38.2,1.7,5.2,1.6,0.8,0.5,1,5.5,3.5,6.9,1.7,10.3,18.1,1.8,1.3,1.9
00BBGW,Newham,Wall End,NewhamWall End,12932,3790,359,6532,1841,410,3149,139,502,105,60,102,92,2519,1535,1008,1470,641,1113,87,100,310,29.3,2.8,50.5,14.2,3.2,24.4,1.1,3.9,0.8,0.5,0.8,0.7,19.5,11.9,7.8,11.4,5,8.6,0.7,0.8,2.4
00BBGX,Newham,West Ham,NewhamWest Ham,12637,5684,499,2321,3509,624,4812,215,657,198,94,91,116,786,550,792,193,1302,2014,193,131,493,45,3.9,18.4,27.8,4.9,38.1,1.7,5.2,1.6,0.7,0.7,0.9,6.2,4.4,6.3,1.5,10.3,15.9,1.5,1,3.9
00BCFY,Redbridge,Aldborough,RedbridgeAldborough,11611,7895,281,2498,791,146,7232,212,451,100,44,93,44,1402,321,147,628,349,388,54,63,83,68,2.4,21.5,6.8,1.3,62.3,1.8,3.9,0.9,0.4,0.8,0.4,12.1,2.8,1.3,5.4,3,3.3,0.5,0.5,0.7
00BCFZ,Redbridge,Barkingside,RedbridgeBarkingside,11303,7153,276,3073,584,217,6482,156,515,59,36,93,88,1829,438,335,471,305,236,43,168,49,63.3,2.4,27.2,5.2,1.9,57.3,1.4,4.6,0.5,0.3,0.8,0.8,16.2,3.9,3,4.2,2.7,2.1,0.4,1.5,0.4
00BCGA,Redbridge,Bridge,RedbridgeBridge,11211,9592,247,603,522,247,8925,283,384,102,38,44,63,284,155,53,111,287,207,28,181,66,85.6,2.2,5.4,4.7,2.2,79.6,2.5,3.4,0.9,0.3,0.4,0.6,2.5,1.4,0.5,1,2.6,1.8,0.2,1.6,0.6
00BCGB,Redbridge,Chadwell,RedbridgeChadwell,11030,8606,255,1141,943,85,8088,313,205,101,18,78,58,732,186,78,145,484,389,70,41,44,78,2.3,10.3,8.5,0.8,73.3,2.8,1.9,0.9,0.2,0.7,0.5,6.6,1.7,0.7,1.3,4.4,3.5,0.6,0.4,0.4
00BCGC,Redbridge,Church End,RedbridgeChurch End,9997,8507,215,797,283,195,7712,242,553,59,25,77,54,444,164,61,128,151,125,7,125,70,85.1,2.2,8,2.8,2,77.1,2.4,5.5,0.6,0.3,0.8,0.5,4.4,1.6,0.6,1.3,1.5,1.3,0.1,1.3,0.7
00BCGD,Redbridge,Clayhall,RedbridgeClayhall,11855,6992,206,4012,463,182,6517,117,358,43,35,69,59,2370,731,314,597,290,153,20,140,42,59,1.7,33.8,3.9,1.5,55,1,3,0.4,0.3,0.6,0.5,20,6.2,2.6,5,2.4,1.3,0.2,1.2,0.4
00BCGE,Redbridge,Clementswood,RedbridgeClementswood,11286,3219,337,6102,1483,145,2558,233,428,102,66,109,60,2892,2142,450,618,629,785,69,46,99,28.5,3,54.1,13.1,1.3,22.7,2.1,3.8,0.9,0.6,1,0.5,25.6,19,4,5.5,5.6,7,0.6,0.4,0.9
00BCGF,Redbridge,Cranbrook,RedbridgeCranbrook,11858,5197,278,5185,1068,130,4427,270,500,84,26,95,73,2958,1606,226,395,653,344,71,52,78,43.8,2.3,43.7,9,1.1,37.3,2.3,4.2,0.7,0.2,0.8,0.6,24.9,13.5,1.9,3.3,5.5,2.9,0.6,0.4,0.7
00BCGG,Redbridge,Fairlop,RedbridgeFairlop,10420,8760,228,836,429,167,8310,151,299,77,19,75,57,508,135,49,144,192,201,36,110,57,84.1,2.2,8,4.1,1.6,79.8,1.4,2.9,0.7,0.2,0.7,0.5,4.9,1.3,0.5,1.4,1.8,1.9,0.3,1.1,0.5
00BCGH,Redbridge,Fullwell,RedbridgeFullwell,11269,8838,220,1481,565,165,8288,149,401,84,15,59,62,843,278,100,260,291,220,54,121,44,78.4,2,13.1,5,1.5,73.5,1.3,3.6,0.7,0.1,0.5,0.6,7.5,2.5,0.9,2.3,2.6,2,0.5,1.1,0.4
00BCGJ,Redbridge,Goodmayes,RedbridgeGoodmayes,10994,4999,260,4324,1232,179,4278,375,346,79,41,85,55,2879,903,230,312,703,442,87,70,109,45.5,2.4,39.3,11.2,1.6,38.9,3.4,3.1,0.7,0.4,0.8,0.5,26.2,8.2,2.1,2.8,6.4,4,0.8,0.6,1
00BCGK,Redbridge,Hainault,RedbridgeHainault,11367,10072,253,477,504,61,9651,170,251,106,22,73,52,253,128,14,82,192,267,45,41,20,88.6,2.2,4.2,4.4,0.5,84.9,1.5,2.2,0.9,0.2,0.6,0.5,2.2,1.1,0.1,0.7,1.7,2.3,0.4,0.4,0.2
00BCGL,Redbridge,Loxford,RedbridgeLoxford,13585,3964,424,6541,2405,251,3218,264,482,167,50,85,122,2473,2521,656,891,1120,1134,151,133,118,29.2,3.1,48.1,17.7,1.8,23.7,1.9,3.5,1.2,0.4,0.6,0.9,18.2,18.6,4.8,6.6,8.2,8.3,1.1,1,0.9
00BCGM,Redbridge,Mayfield,RedbridgeMayfield,11226,6179,258,3690,973,126,5475,339,365,54,50,81,73,2297,858,200,335,567,340,66,66,60,55,2.3,32.9,8.7,1.1,48.8,3,3.3,0.5,0.4,0.7,0.7,20.5,7.6,1.8,3,5.1,3,0.6,0.6,0.5
00BCGN,Redbridge,Monkhams,RedbridgeMonkhams,9866,8788,157,591,190,140,8170,203,415,38,8,76,35,399,63,48,81,105,79,6,101,39,89.1,1.6,6,1.9,1.4,82.8,2.1,4.2,0.4,0.1,0.8,0.4,4,0.6,0.5,0.8,1.1,0.8,0.1,1,0.4
00BCGP,Redbridge,Newbury,RedbridgeNewbury,13074,5757,401,5160,1541,215,4967,292,498,136,57,125,83,3040,1001,263,856,778,672,91,73,142,44,3.1,39.5,11.8,1.6,38,2.2,3.8,1,0.4,1,0.6,23.3,7.7,2,6.5,6,5.1,0.7,0.6,1.1
00BCGQ,Redbridge,Roding,RedbridgeRoding,10770,8556,276,958,784,196,7726,289,541,117,29,75,55,413,270,158,117,296,434,54,130,66,79.4,2.6,8.9,7.3,1.8,71.7,2.7,5,1.1,0.3,0.7,0.5,3.8,2.5,1.5,1.1,2.7,4,0.5,1.2,0.6
00BCGR,Redbridge,Seven Kings,RedbridgeSeven Kings,11910,5418,357,4699,1277,159,4674,418,326,116,58,128,55,3121,1008,195,375,762,453,62,50,109,45.5,3,39.5,10.7,1.3,39.2,3.5,2.7,1,0.5,1.1,0.5,26.2,8.5,1.6,3.1,6.4,3.8,0.5,0.4,0.9
00BCGS,Redbridge,Snaresbrook,RedbridgeSnaresbrook,10854,8923,230,1208,336,157,8008,349,566,70,24,81,55,668,317,113,110,155,146,35,96,61,82.2,2.1,11.1,3.1,1.4,73.8,3.2,5.2,0.6,0.2,0.7,0.5,6.2,2.9,1,1,1.4,1.3,0.3,0.9,0.6
00BCGT,Redbridge,Valentines,RedbridgeValentines,11643,4775,381,5072,1224,191,3921,317,537,100,53,141,87,2863,1352,421,436,534,624,66,78,113,41,3.3,43.6,10.5,1.6,33.7,2.7,4.6,0.9,0.5,1.2,0.7,24.6,11.6,3.6,3.7,4.6,5.4,0.6,0.7,1
00BCGU,Redbridge,Wanstead,RedbridgeWanstead,11506,9397,291,1175,515,128,8470,417,510,90,28,111,62,636,311,113,115,283,188,44,77,51,81.7,2.5,10.2,4.5,1.1,73.6,3.6,4.4,0.8,0.2,1,0.5,5.5,2.7,1,1,2.5,1.6,0.4,0.7,0.4
00BDFW,Richmond upon Thames,Barnes,Richmond upon ThamesBarnes,9823,8835,246,369,96,277,6964,249,1622,38,32,99,77,232,30,26,81,17,67,12,123,154,89.9,2.5,3.8,1,2.8,70.9,2.5,16.5,0.4,0.3,1,0.8,2.4,0.3,0.3,0.8,0.2,0.7,0.1,1.3,1.6
00BDFX,Richmond upon Thames,East Sheen,Richmond upon ThamesEast Sheen,9744,9044,195,282,47,176,7649,197,1198,33,32,62,68,166,27,25,64,16,26,5,62,114,92.8,2,2.9,0.5,1.8,78.5,2,12.3,0.3,0.3,0.6,0.7,1.7,0.3,0.3,0.7,0.2,0.3,0.1,0.6,1.2
00BDFY,Richmond upon Thames,Fulwell and Hampton Hill,Richmond upon ThamesFulwell and Hampton Hill,9448,8737,226,295,84,106,7932,288,517,39,30,104,53,168,40,47,40,27,44,13,27,79,92.5,2.4,3.1,0.9,1.1,84,3,5.5,0.4,0.3,1.1,0.6,1.8,0.4,0.5,0.4,0.3,0.5,0.1,0.3,0.8
00BDFZ,Richmond upon Thames,Ham Petersham and Richmond Riverside,Richmond upon ThamesHam Petersham and Richmond Riverside,9678,8698,262,340,134,244,7287,192,1219,37,44,93,88,201,25,25,89,45,75,14,81,163,89.9,2.7,3.5,1.4,2.5,75.3,2,12.6,0.4,0.5,1,0.9,2.1,0.3,0.3,0.9,0.5,0.8,0.1,0.8,1.7
00BDGA,Richmond upon Thames,Hampton,Richmond upon ThamesHampton,9431,8790,160,273,61,147,8118,216,456,30,20,60,50,170,28,13,62,30,28,3,66,81,93.2,1.7,2.9,0.6,1.6,86.1,2.3,4.8,0.3,0.2,0.6,0.5,1.8,0.3,0.1,0.7,0.3,0.3,0,0.7,0.9
00BDGB,Richmond upon Thames,Hampton North,Richmond upon ThamesHampton North,9077,8183,216,383,95,200,7537,187,459,68,18,84,46,192,57,47,87,42,43,10,87,113,90.2,2.4,4.2,1,2.2,83,2.1,5.1,0.7,0.2,0.9,0.5,2.1,0.6,0.5,1,0.5,0.5,0.1,1,1.2
00BDGC,Richmond upon Thames,Hampton Wick,Richmond upon ThamesHampton Wick,9081,8402,204,241,98,136,7499,226,677,29,22,87,66,118,24,47,52,51,44,3,45,91,92.5,2.2,2.7,1.1,1.5,82.6,2.5,7.5,0.3,0.2,1,0.7,1.3,0.3,0.5,0.6,0.6,0.5,0,0.5,1
